"Id","sleepday","totalsleeprecords","totalminutesasleep","totaltimeinbed","default_date","dow_number","day_of_week","part_of_week","minutes_awake"
6117666160,"2016-04-19 00:00:00",1,465,492,"2016-04-19",2,"Tuesday","Weekday",27
6117666160,"2016-04-20 00:00:00",1,474,502,"2016-04-20",3,"Wednesday","Weekday",28
6117666160,"2016-04-21 00:00:00",1,508,550,"2016-04-21",4,"Thursday","Weekday",42
6117666160,"2016-04-22 00:00:00",1,480,546,"2016-04-22",5,"Friday","Weekday",66
6117666160,"2016-04-23 00:00:00",1,492,539,"2016-04-23",6,"Saturday","Weekend",47
6117666160,"2016-04-24 00:00:00",1,353,367,"2016-04-24",0,"Sunday","Weekend",14
6117666160,"2016-04-27 00:00:00",1,542,557,"2016-04-27",3,"Wednesday","Weekday",15
6117666160,"2016-04-28 00:00:00",1,393,416,"2016-04-28",4,"Thursday","Weekday",23
6117666160,"2016-04-29 00:00:00",1,600,636,"2016-04-29",5,"Friday","Weekday",36
6117666160,"2016-05-01 00:00:00",1,507,575,"2016-05-01",0,"Sunday","Weekend",68
6117666160,"2016-05-05 00:00:00",1,392,415,"2016-05-05",4,"Thursday","Weekday",23
6117666160,"2016-05-06 00:00:00",2,658,698,"2016-05-06",5,"Friday","Weekday",40
6117666160,"2016-05-07 00:00:00",2,498,507,"2016-05-07",6,"Saturday","Weekend",9
6117666160,"2016-05-08 00:00:00",1,555,603,"2016-05-08",0,"Sunday","Weekend",48
6117666160,"2016-05-09 00:00:00",1,492,522,"2016-05-09",1,"Monday","Weekday",30
6775888955,"2016-04-13 00:00:00",1,235,260,"2016-04-13",3,"Wednesday","Weekday",25
6775888955,"2016-04-14 00:00:00",1,423,441,"2016-04-14",4,"Thursday","Weekday",18
6775888955,"2016-04-15 00:00:00",1,391,406,"2016-04-15",5,"Friday","Weekday",15
6962181067,"2016-04-12 00:00:00",1,366,387,"2016-04-12",2,"Tuesday","Weekday",21
6962181067,"2016-04-13 00:00:00",3,630,679,"2016-04-13",3,"Wednesday","Weekday",49
6962181067,"2016-04-14 00:00:00",2,508,535,"2016-04-14",4,"Thursday","Weekday",27
6962181067,"2016-04-15 00:00:00",1,370,386,"2016-04-15",5,"Friday","Weekday",16
6962181067,"2016-04-16 00:00:00",1,357,366,"2016-04-16",6,"Saturday","Weekend",9
6962181067,"2016-04-17 00:00:00",1,427,446,"2016-04-17",0,"Sunday","Weekend",19
6962181067,"2016-04-18 00:00:00",1,442,458,"2016-04-18",1,"Monday","Weekday",16
6962181067,"2016-04-19 00:00:00",1,476,535,"2016-04-19",2,"Tuesday","Weekday",59
6962181067,"2016-04-20 00:00:00",1,418,424,"2016-04-20",3,"Wednesday","Weekday",6
6962181067,"2016-04-21 00:00:00",1,451,457,"2016-04-21",4,"Thursday","Weekday",6
6962181067,"2016-04-22 00:00:00",1,425,435,"2016-04-22",5,"Friday","Weekday",10
6962181067,"2016-04-23 00:00:00",1,528,546,"2016-04-23",6,"Saturday","Weekend",18
6962181067,"2016-04-24 00:00:00",1,511,514,"2016-04-24",0,"Sunday","Weekend",3
6962181067,"2016-04-25 00:00:00",1,400,415,"2016-04-25",1,"Monday","Weekday",15
6962181067,"2016-04-26 00:00:00",1,441,446,"2016-04-26",2,"Tuesday","Weekday",5
6962181067,"2016-04-27 00:00:00",1,455,467,"2016-04-27",3,"Wednesday","Weekday",12
6962181067,"2016-04-28 00:00:00",1,440,453,"2016-04-28",4,"Thursday","Weekday",13
6962181067,"2016-04-29 00:00:00",1,433,447,"2016-04-29",5,"Friday","Weekday",14
6962181067,"2016-04-30 00:00:00",1,422,424,"2016-04-30",6,"Saturday","Weekend",2
6962181067,"2016-05-01 00:00:00",1,411,426,"2016-05-01",0,"Sunday","Weekend",15
6962181067,"2016-05-02 00:00:00",1,466,482,"2016-05-02",1,"Monday","Weekday",16
6962181067,"2016-05-03 00:00:00",1,394,418,"2016-05-03",2,"Tuesday","Weekday",24
6962181067,"2016-05-04 00:00:00",1,442,455,"2016-05-04",3,"Wednesday","Weekday",13
6962181067,"2016-05-05 00:00:00",1,467,491,"2016-05-05",4,"Thursday","Weekday",24
6962181067,"2016-05-06 00:00:00",1,443,462,"2016-05-06",5,"Friday","Weekday",19
6962181067,"2016-05-07 00:00:00",1,298,334,"2016-05-07",6,"Saturday","Weekend",36
6962181067,"2016-05-08 00:00:00",1,541,569,"2016-05-08",0,"Sunday","Weekend",28
6962181067,"2016-05-09 00:00:00",1,489,497,"2016-05-09",1,"Monday","Weekday",8
6962181067,"2016-05-10 00:00:00",1,469,481,"2016-05-10",2,"Tuesday","Weekday",12
6962181067,"2016-05-11 00:00:00",1,452,480,"2016-05-11",3,"Wednesday","Weekday",28
6962181067,"2016-05-12 00:00:00",1,516,535,"2016-05-12",4,"Thursday","Weekday",19
7007744171,"2016-04-16 00:00:00",1,79,82,"2016-04-16",6,"Saturday","Weekend",3
7007744171,"2016-05-01 00:00:00",1,58,61,"2016-05-01",0,"Sunday","Weekend",3
7086361926,"2016-04-12 00:00:00",1,514,525,"2016-04-12",2,"Tuesday","Weekday",11
7086361926,"2016-04-13 00:00:00",1,451,465,"2016-04-13",3,"Wednesday","Weekday",14
7086361926,"2016-04-14 00:00:00",1,472,476,"2016-04-14",4,"Thursday","Weekday",4
7086361926,"2016-04-15 00:00:00",1,377,386,"2016-04-15",5,"Friday","Weekday",9
7086361926,"2016-04-19 00:00:00",1,472,483,"2016-04-19",2,"Tuesday","Weekday",11
7086361926,"2016-04-20 00:00:00",1,492,502,"2016-04-20",3,"Wednesday","Weekday",10
7086361926,"2016-04-21 00:00:00",1,390,411,"2016-04-21",4,"Thursday","Weekday",21
7086361926,"2016-04-22 00:00:00",1,428,448,"2016-04-22",5,"Friday","Weekday",20
7086361926,"2016-04-24 00:00:00",1,681,704,"2016-04-24",0,"Sunday","Weekend",23
7086361926,"2016-04-25 00:00:00",1,446,447,"2016-04-25",1,"Monday","Weekday",1
7086361926,"2016-04-26 00:00:00",1,485,500,"2016-04-26",2,"Tuesday","Weekday",15
7086361926,"2016-04-27 00:00:00",1,469,479,"2016-04-27",3,"Wednesday","Weekday",10
7086361926,"2016-04-28 00:00:00",1,354,367,"2016-04-28",4,"Thursday","Weekday",13
7086361926,"2016-04-30 00:00:00",1,485,489,"2016-04-30",6,"Saturday","Weekend",4
7086361926,"2016-05-01 00:00:00",1,388,407,"2016-05-01",0,"Sunday","Weekend",19
7086361926,"2016-05-02 00:00:00",1,440,459,"2016-05-02",1,"Monday","Weekday",19
7086361926,"2016-05-03 00:00:00",1,456,461,"2016-05-03",2,"Tuesday","Weekday",5
7086361926,"2016-05-04 00:00:00",1,420,436,"2016-05-04",3,"Wednesday","Weekday",16
7086361926,"2016-05-06 00:00:00",1,322,333,"2016-05-06",5,"Friday","Weekday",11
7086361926,"2016-05-07 00:00:00",1,530,548,"2016-05-07",6,"Saturday","Weekend",18
7086361926,"2016-05-08 00:00:00",1,481,510,"2016-05-08",0,"Sunday","Weekend",29
7086361926,"2016-05-09 00:00:00",1,427,438,"2016-05-09",1,"Monday","Weekday",11
7086361926,"2016-05-11 00:00:00",1,451,463,"2016-05-11",3,"Wednesday","Weekday",12
7086361926,"2016-05-12 00:00:00",1,444,457,"2016-05-12",4,"Thursday","Weekday",13
8053475328,"2016-04-20 00:00:00",1,486,493,"2016-04-20",3,"Wednesday","Weekday",7
8053475328,"2016-04-23 00:00:00",1,331,337,"2016-04-23",6,"Saturday","Weekend",6
8053475328,"2016-05-07 00:00:00",1,74,75,"2016-05-07",6,"Saturday","Weekend",1
8378563200,"2016-04-12 00:00:00",1,338,356,"2016-04-12",2,"Tuesday","Weekday",18
8378563200,"2016-04-13 00:00:00",2,447,487,"2016-04-13",3,"Wednesday","Weekday",40
8378563200,"2016-04-14 00:00:00",1,424,455,"2016-04-14",4,"Thursday","Weekday",31
8378563200,"2016-04-15 00:00:00",1,513,533,"2016-04-15",5,"Friday","Weekday",20
8378563200,"2016-04-16 00:00:00",2,611,689,"2016-04-16",6,"Saturday","Weekend",78
8378563200,"2016-04-17 00:00:00",2,525,591,"2016-04-17",0,"Sunday","Weekend",66
8378563200,"2016-04-18 00:00:00",1,398,451,"2016-04-18",1,"Monday","Weekday",53
8378563200,"2016-04-19 00:00:00",1,387,421,"2016-04-19",2,"Tuesday","Weekday",34
8378563200,"2016-04-20 00:00:00",1,381,409,"2016-04-20",3,"Wednesday","Weekday",28
8378563200,"2016-04-21 00:00:00",1,396,417,"2016-04-21",4,"Thursday","Weekday",21
8378563200,"2016-04-22 00:00:00",1,441,469,"2016-04-22",5,"Friday","Weekday",28
8378563200,"2016-04-23 00:00:00",1,565,591,"2016-04-23",6,"Saturday","Weekend",26
8378563200,"2016-04-24 00:00:00",1,458,492,"2016-04-24",0,"Sunday","Weekend",34
8378563200,"2016-04-25 00:00:00",1,388,402,"2016-04-25",1,"Monday","Weekday",14
8378563200,"2016-04-25 00:00:00",1,388,402,"2016-04-25",1,"Monday","Weekday",14
8378563200,"2016-04-26 00:00:00",1,550,584,"2016-04-26",2,"Tuesday","Weekday",34
8378563200,"2016-04-27 00:00:00",1,531,600,"2016-04-27",3,"Wednesday","Weekday",69
8378563200,"2016-04-28 00:00:00",1,506,556,"2016-04-28",4,"Thursday","Weekday",50
8378563200,"2016-04-29 00:00:00",1,527,562,"2016-04-29",5,"Friday","Weekday",35
8378563200,"2016-04-30 00:00:00",1,468,555,"2016-04-30",6,"Saturday","Weekend",87
8378563200,"2016-05-01 00:00:00",1,475,539,"2016-05-01",0,"Sunday","Weekend",64
8378563200,"2016-05-02 00:00:00",1,351,385,"2016-05-02",1,"Monday","Weekday",34
8378563200,"2016-05-03 00:00:00",1,405,429,"2016-05-03",2,"Tuesday","Weekday",24
8378563200,"2016-05-04 00:00:00",1,441,477,"2016-05-04",3,"Wednesday","Weekday",36
8378563200,"2016-05-05 00:00:00",1,381,417,"2016-05-05",4,"Thursday","Weekday",36
8378563200,"2016-05-06 00:00:00",1,323,355,"2016-05-06",5,"Friday","Weekday",32
8378563200,"2016-05-07 00:00:00",2,459,513,"2016-05-07",6,"Saturday","Weekend",54
8378563200,"2016-05-08 00:00:00",1,545,606,"2016-05-08",0,"Sunday","Weekend",61
8378563200,"2016-05-09 00:00:00",1,359,399,"2016-05-09",1,"Monday","Weekday",40
8378563200,"2016-05-10 00:00:00",1,342,391,"2016-05-10",2,"Tuesday","Weekday",49
8378563200,"2016-05-11 00:00:00",1,368,387,"2016-05-11",3,"Wednesday","Weekday",19
8378563200,"2016-05-12 00:00:00",1,496,546,"2016-05-12",4,"Thursday","Weekday",50
8792009665,"2016-04-12 00:00:00",1,458,493,"2016-04-12",2,"Tuesday","Weekday",35
8792009665,"2016-04-13 00:00:00",1,531,552,"2016-04-13",3,"Wednesday","Weekday",21
8792009665,"2016-04-14 00:00:00",1,486,503,"2016-04-14",4,"Thursday","Weekday",17
8792009665,"2016-04-15 00:00:00",1,363,377,"2016-04-15",5,"Friday","Weekday",14
8792009665,"2016-04-20 00:00:00",1,528,547,"2016-04-20",3,"Wednesday","Weekday",19
8792009665,"2016-04-22 00:00:00",1,391,407,"2016-04-22",5,"Friday","Weekday",16
8792009665,"2016-04-23 00:00:00",1,339,360,"2016-04-23",6,"Saturday","Weekend",21
8792009665,"2016-04-27 00:00:00",1,423,428,"2016-04-27",3,"Wednesday","Weekday",5
8792009665,"2016-04-28 00:00:00",1,402,416,"2016-04-28",4,"Thursday","Weekday",14
8792009665,"2016-04-29 00:00:00",1,398,406,"2016-04-29",5,"Friday","Weekday",8
8792009665,"2016-04-30 00:00:00",1,343,360,"2016-04-30",6,"Saturday","Weekend",17
8792009665,"2016-05-01 00:00:00",1,503,527,"2016-05-01",0,"Sunday","Weekend",24
8792009665,"2016-05-02 00:00:00",1,415,423,"2016-05-02",1,"Monday","Weekday",8
8792009665,"2016-05-03 00:00:00",1,516,545,"2016-05-03",2,"Tuesday","Weekday",29
8792009665,"2016-05-04 00:00:00",1,439,463,"2016-05-04",3,"Wednesday","Weekday",24
